Dispatched,Description,Address,Grid,Report
1/15/2023 21:57,VEHICLE STOP/TRAFFIC,N 15TH ST / E NAVAJO AVE,12,22493
1/15/2023 21:57,BUILDING CHECK,4000 BLOCK N ARMENIA AVE,91,22492
1/15/2023 22:13,DISTURBANCE,1500 BLOCK E 12TH AVE,128,22494
1/15/2023 21:56,PROJECT,N 30TH ST / E CRAWFORD ST,47,22490
1/15/2023 21:56,VEHICLE STOP/TRAFFIC,E HANNA AVE / N 37TH ST,62,22489
1/15/2023 22:03,SUSPICIOUS VEHICLE,4100 BLOCK E BUSCH BLVD,32,22491
1/15/2023 21:55,BUILDING CHECK,1700 BLOCK E FAIRBANKS ST,30,22487
1/15/2023 21:52,VEHICLE STOP/TRAFFIC,N 30TH ST / E HILLSBOROUGH AVE,73,22483
1/15/2023 22:07,AGG ASSAULT/BATTERY,4200 BLOCK E HILLSBOROUGH AVE,63,22488
1/15/2023 22:07,INFORMATION,3300 BLOCK N FLORIDA AVE,94,22484
1/15/2023 21:50,VEHICLE STOP/TRAFFIC,N 11TH ST / E LINEBAUGH AVE,20,22479
1/15/2023 21:49,PROJECT,N 22ND ST / E BUSCH BLVD,30,22476
1/15/2023 21:49,DISTURBANCE,400 BLOCK S HOWARD AVE,160,22475
1/15/2023 21:49,VEHICLE STOP/TRAFFIC,N 50TH ST / E COLUMBUS DR,131,22473
1/15/2023 21:48,JUVENILE CURFEW LAW,7700 BLOCK N TALIAFERRO AVE,44,22472
1/15/2023 22:14,INFORMATION,2800 BLOCK CORRINE ST,147,22485
1/15/2023 21:48,VEHICLE STOP/TRAFFIC,W CLEVELAND ST / S MELVILLE AVE,160,22471
1/15/2023 21:46,VEHICLE STOP/TRAFFIC,N 13TH ST / E HILLSBOROUGH AVE,71,22470
1/15/2023 21:46,VEHICLE STOP/TRAFFIC,W HUMPHREY ST / N BOULEVARD,26,22469
1/15/2023 21:51,DOMESTIC DISPUTE,17000 BLOCK HEART OF PALMS DR,238,22480
1/15/2023 21:44,VEHICLE STOP/TRAFFIC,10400 BLOCK N NEBRASKA AVE,11,22467
1/15/2023 21:44,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / BAYPORT DR,117,22466
1/15/2023 21:48,ASSAULT/BATTERY,4900 BLOCK E BUSCH BLVD,33,22468
1/15/2023 21:45,MISDEMEANOR,1200 BLOCK S HOWARD AVE,172,22465
1/15/2023 21:42,VEHICLE STOP/TRAFFIC,W MAIN ST / N ROME AVE,123,22463
1/15/2023 21:42,VEHICLE STOP/TRAFFIC,N 50TH ST / E DR MARTIN LUTHER KING JR BLVD,100,22462
1/15/2023 21:49,SUSPICIOUS PERSON,400 BLOCK N ROME AVE,155,22459
1/15/2023 21:39,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,22458
1/15/2023 21:39,MISSING PERS/RUNAWAY,8400 BLOCK N 15TH ST,29,22457
1/15/2023 21:39,MENTALLY ILL PERSON,GRID ONLY,98,22456
1/15/2023 21:36,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,22455
1/15/2023 21:34,PROJECT,N FLORIDA AVE / E BROAD ST,43,22454
1/15/2023 21:31,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,22452
1/15/2023 21:29,VEHICLE STOP/TRAFFIC,2500 BLOCK N 50TH ST,131,22451
1/15/2023 21:34,NATURE UNKNOWN,15500 BLOCK BRUCE B DOWNS BLVD,222,22450
1/15/2023 21:29,DOMESTIC DISPUTE,3400 BLOCK E LAMBRIGHT ST,55,22448
1/15/2023 21:26,VEHICLE STOP/TRAFFIC,N 37TH ST / E HILLSBOROUGH AVE,74,22447
1/15/2023 21:25,VEHICLE STOP/TRAFFIC,N 50TH ST / ADAMO DR,131,22446
1/15/2023 21:23,PROJECT,N FLORIDA AVE / W HANNA AVE,57,22444
1/15/2023 21:23,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W TAMPA BAY BLVD,89,22443
1/15/2023 21:21,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / W COURTNEY CAMPBELL CSWY,117,22442
1/15/2023 21:21,PROJECT,E SLIGH AVE / N FLORIDA AVE,50,22441
1/15/2023 21:21,PROJECT,4200 BLOCK KENNETH CT,63,22440
1/15/2023 21:21,BUILDING CHECK,S LOIS AVE / INTERBAY BLVD,196,22439
1/15/2023 21:20,VEHICLE STOP/TRAFFIC,9000 BLOCK N FLORIDA AVE,28,22437
1/15/2023 21:19,NATURE UNKNOWN,8300 BLOCK N BROOKS ST,38,22434
1/15/2023 21:16,VEHICLE STOP/TRAFFIC,W PLATT ST / S ROME AVE,160,22432
1/15/2023 21:15,BUILDING CHECK,S MACDILL AVE / W PLATT ST,158,22430
1/15/2023 21:15,VEHICLE STOP/TRAFFIC,I275 / EXIT 45B I275 I4,116,22429
1/15/2023 21:12,VEHICLE STOP/TRAFFIC,SELMON EXPY E / 50TH SELMON E RAMP,135,22425
1/15/2023 21:18,DISTURBANCE,4200 BLOCK W SPRUCE ST,120,22428
1/15/2023 21:29,FOLLOW UP INVESTIGATION,N NEBRASKA AVE / E CHELSEA ST,82,22426
1/15/2023 21:12,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E HANNA AVE,58,22424
1/15/2023 21:13,RESID/COMMERIAL ALARM,1100 BLOCK N 22ND ST,147,22427
1/15/2023 21:11,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,22423
1/15/2023 21:08,VEHICLE STOP/TRAFFIC,W DR MARTIN LUTHER KING JR BLVD / N DALE MABRY HWY,89,22421
1/15/2023 21:08,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W STATE ST,138,22420
1/15/2023 21:31,MISDEMEANOR,8200 BLOCK N SAINT PETER AVE,34,22417
1/15/2023 21:14,RESID/COMMERIAL ALARM,3500 BLOCK W SAN JOSE ST,170,22418
1/15/2023 21:13,DISTURBANCE,3700 BLOCK W IOWA AVE,192,22416
1/15/2023 21:10,BURG OF A STRUCTURE,100 BLOCK S MANHATTAN AVE,156,22414
1/15/2023 21:02,MISDEMEANOR,1 TAMPA GENERAL CIR,133,22411
1/15/2023 21:15,DISTURBANCE,1700 BLOCK E 7TH AVE,128,22410
1/15/2023 21:00,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N MACDILL AVE,158,22405
1/15/2023 21:05,NATURE UNKNOWN,900 BLOCK N FRANKLIN ST,140,22409
1/15/2023 20:57,VEHICLE STOP/TRAFFIC,W COLUMBUS DR / N TAMPANIA AVE,113,22402
1/15/2023 20:57,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,22400
1/15/2023 20:56,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E CHELSEA ST,82,22398
1/15/2023 21:01,SUSPICIOUS VEHICLE,2900 BLOCK W SAN CARLOS ST,171,22401
1/15/2023 20:56,BUILDING CHECK,2200 BLOCK E HENRY AVE,61,22397
1/15/2023 20:55,JUVENILE CURFEW LAW,10200 BLOCK N OJUS DR,15,22394
1/15/2023 21:18,INFORMATION,100 BLOCK W CHELSEA ST,81,22403
1/15/2023 21:02,INFORMATION,4600 BLOCK E CITRUS CIR,33,22396
1/15/2023 21:00,INFORMATION,1600 BLOCK E HENRY AVE,60,22393
1/15/2023 21:06,FOLLOW UP INVESTIGATION,8400 BLOCK N 15TH ST,29,22390
1/15/2023 20:51,BUILDING CHECK,4700 BLOCK N HIMES AVE,78,22388
1/15/2023 21:08,OFFENSES AGST FAMILY,GRID ONLY,75,22392
1/15/2023 20:50,BUILDING CHECK,W SPRUCE ST / N LOIS AVE,119,22386
1/15/2023 20:49,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W KENNEDY BLVD,160,22384
1/15/2023 21:00,RESID/COMMERIAL ALARM,1100 BLOCK W KENNEDY BLVD,161,22387
1/15/2023 20:53,INFORMATION,2400 BLOCK E YUKON ST,31,22383
1/15/2023 20:55,STOLEN VEHICLE,1600 BLOCK N MARION ST,125,22382
1/15/2023 20:45,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / W COURTNEY CAMPBELL CSWY,117,22380
1/15/2023 20:45,JUVENILE CURFEW LAW,9400 BLOCK N 13TH ST,20,22379
1/15/2023 20:49,NATURE UNKNOWN,8400 BLOCK N 18TH ST,30,22377
1/15/2023 20:41,JUVENILE CURFEW LAW,9500 BLOCK N 13TH ST,20,22375
1/15/2023 20:57,INFORMATION,2500 BLOCK BELMONT ESTATES AVE,98,22376
1/15/2023 20:38,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W LA SALLE ST,138,22373
1/15/2023 20:38,PROJECT,3800 BLOCK N CENTRAL AVE,95,22372
1/15/2023 20:35,BUILDING CHECK,700 BLOCK N FRANKLIN ST,143,22369
1/15/2023 20:35,INFORMATION,400 BLOCK N FRANKLIN ST,143,22368
1/15/2023 20:38,NATURE UNKNOWN,400 BLOCK E PARK AVE,116,22371
1/15/2023 20:35,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR,117,22367
1/15/2023 20:32,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / INDEPENDENCE PKWY,117,22365
1/15/2023 20:34,DISTURBANCE,8200 BLOCK N SAINT PETER AVE,34,22366
1/15/2023 20:35,BUILDING CHECK,2300 BLOCK W UNION ST,123,22363
1/15/2023 20:29,INFORMATION,5000 BLOCK CHALET CT,24,22361
1/15/2023 20:28,TRAFFIC CRASH,KNIGHTS RUN AVE / HARBOUR POST DR,145,22360
1/15/2023 20:24,JUVENILE CURFEW LAW,8400 BLOCK MISSION CT,33,22359
1/15/2023 20:23,JUVENILE CURFEW LAW,3900 BLOCK E ELLICOTT ST,74,22358
1/15/2023 20:20,VEHICLE STOP/TRAFFIC,MEMORIAL HWY / W COURTNEY CAMPBELL CSWY,117,22357
1/15/2023 20:19,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR,117,22355
1/15/2023 20:22,DISTURBANCE,6400 BLOCK S WEST SHORE BLVD,190,22356
1/15/2023 20:18,VEHICLE STOP/TRAFFIC,S DALE MABRY HWY / W BAY TO BAY BLVD,174,22354
1/15/2023 20:17,DISTURBANCE,2700 BLOCK E 23RD AVE,109,22352
1/15/2023 20:16,JUVENILE CURFEW LAW,8700 BLOCK DEL REY CT,33,22351
1/15/2023 20:16,PROJECT,11000 BLOCK N 15TH ST,5,22350
1/15/2023 20:12,JUVENILE CURFEW LAW,1700 BLOCK W CHERRY ST,123,22347
1/15/2023 20:15,MENTALLY ILL PERSON,GRID ONLY,20,22349
1/15/2023 20:20,NATURE UNKNOWN,5100 BLOCK N HABANA AVE,66,22345
1/15/2023 20:12,NATURE UNKNOWN,1100 BLOCK E SENECA AVE,12,22343
1/15/2023 20:13,SUSPICIOUS PERSON,500 BLOCK S FREMONT AVE,160,22344
1/15/2023 20:09,JUVENILE CURFEW LAW,6700 BLOCK S LOIS AVE,196,22342
1/15/2023 20:09,INFORMATION,N 15TH ST / E DR MARTIN LUTHER KING JR BLVD,96,22341
1/15/2023 20:33,FOLLOW UP INVESTIGATION,3900 BLOCK W HILLSBOROUGH AVE,64,22340
1/15/2023 20:07,BUILDING CHECK,1700 BLOCK E 7TH AVE,128,22338
1/15/2023 20:07,BUILDING CHECK,1900 BLOCK E 7TH AVE,128,22337
1/15/2023 20:23,INFORMATION,3300 BLOCK S MACDILL AVE,179,22339
1/15/2023 20:23,MISDEMEANOR,9300 BLOCK N NEBRASKA AVE,20,22336
1/15/2023 20:06,JUVENILE CURFEW LAW,4400 BLOCK N 40TH ST,86,22335
1/15/2023 20:09,NATURE UNKNOWN,900 BLOCK N FRANKLIN ST,140,22333
1/15/2023 20:05,NATURE UNKNOWN,10600 BLOCK N 30TH ST,14,22330
1/15/2023 20:13,NATURE UNKNOWN,4100 BLOCK N LOIS AVE,89,22331
1/15/2023 20:04,RESID/COMMERIAL ALARM,5100 BLOCK MAYFAIR PARK CT,236,22326
1/15/2023 19:59,FOLLOW UP INVESTIGATION,400 BLOCK N FRANKLIN ST,143,22323
1/15/2023 20:11,TRAFFIC CRASH,3500 BLOCK N 12TH ST,96,22325
1/15/2023 19:59,VEHICLE STOP/TRAFFIC,E 7TH AVE / N 22ND ST,128,22322
1/15/2023 20:14,ANIMAL NUISANCE,8700 BLOCK N 22ND ST,31,22328
1/15/2023 19:55,VEHICLE STOP/TRAFFIC,E HILLSBOROUGH AVE / N 11TH ST,71,22320
1/15/2023 19:55,BUILDING CHECK,18000 BLOCK RICHMOND PLACE DR,242,22319
1/15/2023 19:54,MISDEMEANOR,1 TAMPA GENERAL CIR,133,22318
1/15/2023 19:52,VEHICLE STOP/TRAFFIC,N 40TH ST / E COLUMBUS DR,110,22313
1/15/2023 19:55,DISTURBANCE,2300 BLOCK N BOULEVARD,115,22317
1/15/2023 19:52,VEHICLE STOP/TRAFFIC,N 34TH ST / E HILLSBOROUGH AVE,74,22311
1/15/2023 19:53,FIGHT,3900 BLOCK W HILLSBOROUGH AVE,64,22312
1/15/2023 19:50,FIRE,HOWARD FRANKLAND BRIDGE / I275,149,22308
1/15/2023 20:01,INFORMATION,3800 BLOCK N WHITTIER ST,101,22314
1/15/2023 19:49,SUSPICIOUS VEHICLE,2100 BLOCK W NORFOLK ST,41,22306
1/15/2023 19:43,JUVENILE CURFEW LAW,1700 BLOCK W WALNUT ST,123,22302
1/15/2023 19:42,BUILDING CHECK,3700 BLOCK E NORTH BAY ST,86,22301
1/15/2023 19:42,INFORMATION,N 17TH ST / E 2ND AVE,128,22300
1/15/2023 19:47,MENTALLY ILL PERSON,GRID ONLY,140,22303
1/15/2023 19:52,MISDEMEANOR,2900 BLOCK W ROGERS AVE,189,22297
1/15/2023 19:45,MISDEMEANOR,2400 BLOCK N 70TH ST,132,22298
1/15/2023 19:59,DISTURBANCE,W BAY AVE / S HIMES AVE,192,22295
1/15/2023 19:39,FIGHT,200 BLOCK COLUMBIA DR,133,22293
1/15/2023 19:35,BUILDING CHECK,700 BLOCK S DALE MABRY HWY,164,22292
1/15/2023 19:34,CONVOY OR ESCORT,500 BLOCK WATER ST,145,22290
1/15/2023 19:47,MISDEMEANOR,1300 BLOCK E 27TH AVE,96,22291
1/15/2023 19:56,DOMESTIC DISPUTE,9300 BLOCK N 27TH ST,22,22299
1/15/2023 19:32,INFORMATION,11300 BLOCK N OLA AVE,2,22288
1/15/2023 19:43,DISTURBANCE,3400 BLOCK E LAKE AVE,99,22289
1/15/2023 19:31,INFORMATION,N DAKOTA AVE / W FLORA ST,42,22286
1/15/2023 19:29,VEHICLE STOP/TRAFFIC,N ASHLEY DR / E POLK ST,143,22285
1/15/2023 19:25,VEHICLE STOP/TRAFFIC,E HANNA AVE / N 24TH ST,61,22281
1/15/2023 19:34,MISDEMEANOR,19000 BLOCK BRUCE B DOWNS BLVD,245,22283
1/15/2023 19:28,NATURE UNKNOWN,1600 BLOCK E 7TH AVE,128,22280
1/15/2023 19:24,HIT AND RUN,8700 BLOCK N 50TH ST,33,22274
1/15/2023 19:26,AUTO BURGLARY,ASHLAND DR / E OSBORNE AVE,87,22279
1/15/2023 19:16,VEHICLE STOP/TRAFFIC,N FLORIDA AVE / W WATERS AVE,36,22272
1/15/2023 19:12,JUVENILE CURFEW LAW,1900 BLOCK N MITCHELL AVE,126,22270
1/15/2023 20:39,PETTY THEFT,2500 BLOCK W MARYLAND AVE,171,22271
1/15/2023 19:07,PROJECT,N 19TH ST / E POWHATAN AVE,60,22268
1/15/2023 19:07,VEHICLE STOP/TRAFFIC,1600 BLOCK E 8TH AVE,128,22267
1/15/2023 19:07,VEHICLE STOP/TRAFFIC,N 39TH ST / E CURTIS ST,86,22266
1/15/2023 19:15,RESID/COMMERIAL ALARM,5600 BLOCK S WEST SHORE BLVD,190,22269
1/15/2023 19:14,DISTURBANCE,2900 BLOCK N 17TH ST,108,22264
1/15/2023 19:36,DOMESTIC DISPUTE,6200 BLOCK S DALE MABRY HWY,192,22263
1/15/2023 18:58,SUSPICIOUS VEHICLE,4300 BLOCK S CLARK AVE,181,22259
1/15/2023 18:58,NATURE UNKNOWN,2300 BLOCK E LINEBAUGH AVE,22,22258
1/15/2023 19:32,INFORMATION,200 BLOCK S PARKER ST,162,22260
1/15/2023 18:55,VEHICLE STOP/TRAFFIC,N NEBRASKA AVE / E CHELSEA ST,82,22257
1/15/2023 18:55,DISTURBANCE,3000 BLOCK N MORGAN ST,106,22256
1/15/2023 18:55,MENTALLY ILL PERSON,GRID ONLY,154,22255
1/15/2023 18:50,VEHICLE STOP/TRAFFIC,N 22ND ST / E 8TH AVE,128,22251
1/15/2023 18:55,NATURE UNKNOWN,20300 BLOCK CHESTNUT GROVE DR,246,22253
1/15/2023 20:25,LANDLORD/TENANT DISPUTE,2400 BLOCK W LEMON ST,137,22254
1/15/2023 18:54,HIT AND RUN,N ARMENIA AVE / W SLIGH AVE,48,22248
1/15/2023 19:08,MISSING PERS/RUNAWAY,20100 BLOCK FAIR HILL WAY,246,22250
1/15/2023 19:25,DISTURBANCE,3400 BLOCK W HILLSBOROUGH AVE,65,22247
1/15/2023 19:21,MISDEMEANOR,3600 BLOCK E CHELSEA ST,86,22245
1/15/2023 18:39,INFORMATION,3800 BLOCK S DALE MABRY HWY,178,22241
1/15/2023 18:49,INFORMATION,3800 BLOCK N 22ND ST,97,22244
1/15/2023 18:42,TRAFFIC CRASH,E LINEBAUGH AVE / MCKINLEY DR,23,22243
1/15/2023 18:40,LOST/FOUND PROPERTY,500 BLOCK WATER ST,145,22242
1/15/2023 18:35,TRAFFIC CRASH,I275 / EXIT 44 I275 N ASHLEY DR,125,22237
1/15/2023 18:37,AIDED CASE,GRID ONLY,11,22238
1/15/2023 20:04,DISTURBANCE,2600 BLOCK N ARMENIA AVE,113,22239
1/15/2023 18:35,VEHICLE STOP/TRAFFIC,3900 BLOCK N CLEARFIELD AVE,94,22236
1/15/2023 18:32,BUILDING CHECK,1700 BLOCK E 7TH AVE,128,22234
1/15/2023 18:31,PETTY THEFT,3000 BLOCK E BUSCH BLVD,23,22231
1/15/2023 18:38,RESID/COMMERIAL ALARM,4900 BLOCK N 40TH ST,74,22235
1/15/2023 18:34,DOMESTIC DISPUTE,11100 BLOCK N 46TH ST,8,22233
1/15/2023 19:37,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,22230
1/15/2023 18:29,DISTURBANCE,1200 BLOCK E LAKE AVE,96,22229
1/15/2023 18:26,DISTURBANCE,4900 BLOCK N 34TH ST,74,22225
1/15/2023 18:24,RECKLESS DRIVING,S FLORIDA AVE / CHANNELSIDE DR,144,22223
1/15/2023 18:28,HIT AND RUN,W KENNEDY BLVD / N WEST SHORE BLVD,149,22224
1/15/2023 18:20,VEHICLE STOP/TRAFFIC,W DR MARTIN LUTHER KING JR BLVD / N DARWIN AVE,94,22220
1/15/2023 18:17,INFORMATION,E STRATFORD AVE / N AVON AVE,95,22218
1/15/2023 18:26,MISDEMEANOR,2200 BLOCK E BUSCH BLVD,22,22219
1/15/2023 19:36,DISTURBANCE,4500 BLOCK N ROME AVE,80,22217
1/15/2023 18:11,MISDEMEANOR,3000 BLOCK E BUSCH BLVD,23,22213
1/15/2023 19:05,GRAND THEFT,2900 BLOCK N 24TH ST,109,22214
1/15/2023 18:08,VEHICLE STOP/TRAFFIC,E WATERS AVE / ROWLETT PARK DR,39,22211
1/15/2023 18:25,DISTURBANCE,E LAKE AVE / N 13TH ST,96,22210
1/15/2023 18:19,AUTO BURGLARY,2700 BLOCK E 15TH AVE,109,22212
1/15/2023 18:47,TRAFFIC CRASH,2000 BLOCK E WATERS AVE,39,22215
1/15/2023 18:30,SUSPICIOUS VEHICLE,1700 BLOCK N DALE MABRY HWY,121,22209
1/15/2023 17:58,VEHICLE STOP/TRAFFIC,W SLIGH AVE / N BREVARD AVE,49,22208
1/15/2023 17:58,VEHICLE STOP/TRAFFIC,W DR MARTIN LUTHER KING JR BLVD / N OLA AVE,94,22206
1/15/2023 18:07,MISDEMEANOR,4700 BLOCK N DALE MABRY HWY,68,22205
1/15/2023 18:19,DOMESTIC DISPUTE,3000 BLOCK E KNOLLWOOD ST,55,22204
1/15/2023 17:59,NATURE UNKNOWN,1600 BLOCK N 19TH ST,128,22203
1/15/2023 17:49,INFORMATION,2000 BLOCK N DALE MABRY HWY,121,22201
1/15/2023 17:47,INFORMATION,10600 BLOCK N 30TH ST,14,22200
1/15/2023 18:18,DISABLED VEHICLE,N 11TH ST / E BUSCH BLVD,20,22196
1/15/2023 17:49,DISTURBANCE,600 BLOCK W DR MARTIN LUTHER KING JR BLVD,81,22197
1/15/2023 17:41,VEHICLE STOP/TRAFFIC,E KENNEDY BLVD / N BRUSH ST,145,22195
1/15/2023 17:50,DOMESTIC DISPUTE,4900 BLOCK N MACDILL AVE,66,22198
1/15/2023 17:38,DISTURBANCE,1700 BLOCK E COMANCHE AVE,60,22192
1/15/2023 18:28,ANIMAL NUISANCE,E SEWARD ST / N MULBERRY ST,29,22190
1/15/2023 18:06,TRAFFIC CRASH,VETERANS EXPY / EXIT 2A VETERANS EX EISENHOWER BLVD,117,22189
1/15/2023 18:21,FOLLOW UP INVESTIGATION,200 BLOCK W BUSCH BLVD,18,22193
1/15/2023 17:43,PETTY THEFT,5000 BLOCK E 10TH AVE,132,22187
1/15/2023 17:30,FOLLOW UP INVESTIGATION,E CHELSEA ST / N ENGLEWOOD ST,85,22184
1/15/2023 17:20,DOMESTIC DISPUTE,18100 BLOCK TROPICAL COVE DR,254,22179
1/15/2023 18:10,NATURE UNKNOWN,914 1/2 ORCHID AVE,20,22180
1/15/2023 17:17,VEHICLE STOP/TRAFFIC,E CHELSEA ST / N ENGLEWOOD ST,85,22177
1/15/2023 17:58,HIT AND RUN,E LAKE AVE / MACHADO ST,98,22176
1/15/2023 17:13,BUILDING CHECK,900 BLOCK E HENDERSON AVE,127,22174
1/15/2023 17:14,TRAFFIC CRASH,BAYSHORE BLVD / INTERBAY BLVD,189,22175
1/15/2023 17:11,NATURE UNKNOWN,1900 BLOCK W PALMETTO ST,114,22172
1/15/2023 17:31,INFORMATION,4000 BLOCK N LOIS AVE,89,22173
1/15/2023 17:09,INFORMATION,3200 BLOCK E GENESEE ST,86,22168
1/15/2023 17:09,DOMESTIC DISPUTE,4000 BLOCK S WEST SHORE BLVD,180,22169
1/15/2023 17:19,DISABLED VEHICLE,BRUCE B DOWNS BLVD / I75 N BB DOWNS RAMP,240,22167
1/15/2023 17:03,VEHICLE STOP/TRAFFIC,N 46TH ST / E LAKE AVE,100,22164
1/15/2023 17:03,TRAFFIC CRASH,E DR MARTIN LUTHER KING JR BLVD / N TALIAFERRO AVE,95,22161
1/15/2023 17:44,MENTALLY ILL PERSON,GRID ONLY,62,22165
1/15/2023 17:24,DISTURBANCE,5100 BLOCK BROOK ACRES CIR,75,22162
1/15/2023 17:30,NATURE UNKNOWN,1200 BLOCK W HILLSBOROUGH AVE,80,22156
1/15/2023 16:55,BUILDING CHECK,4800 BLOCK N HIMES AVE,65,22154
1/15/2023 16:55,VEHICLE STOP/TRAFFIC,E CUMBERLAND AVE / S MERIDIAN AVE,145,22153
1/15/2023 17:59,MISDEMEANOR,8300 BLOCK N NEBRASKA AVE,38,22152
1/15/2023 16:50,BUILDING CHECK,1300 BLOCK S DALE MABRY HWY,164,22149
1/15/2023 16:53,NATURE UNKNOWN,1400 BLOCK E 108TH AVE,12,22146
1/15/2023 16:51,HIT AND RUN,1700 BLOCK E POWHATAN AVE,60,22148
1/15/2023 17:26,DISTURBANCE,1400 BLOCK E CHILKOOT AVE,12,22143
1/15/2023 17:08,TRAFFIC CRASH,INTERBAY BLVD / S RUSSELL ST,193,22142
1/15/2023 16:47,HIT AND RUN,N 19TH ST / E HILLSBOROUGH AVE,72,22141
1/15/2023 16:47,NATURE UNKNOWN,4800 BLOCK N HIMES AVE,65,22137
1/15/2023 17:09,MISDEMEANOR,2200 BLOCK N WEST SHORE BLVD,120,22140
1/15/2023 17:02,FELONY,11300 BLOCK N OREGON AVE,1,22135
1/15/2023 16:46,NATURE UNKNOWN,3400 BLOCK E 22ND AVE,110,22133
1/15/2023 17:24,CRIMINAL MISCHIEF,1300 BLOCK W BUSCH BLVD,17,22139
1/15/2023 16:42,NATURE UNKNOWN,5000 BLOCK ROYAL CYPRESS CIR,238,22131
1/15/2023 16:38,VEHICLE STOP/TRAFFIC,E FOREST AVE / N CENTRAL AVE,106,22130
1/15/2023 16:35,INFORMATION,3000 BLOCK E BUSCH BLVD,23,22127
1/15/2023 16:51,MISDEMEANOR,2000 BLOCK E WATERS AVE,39,22128
1/15/2023 16:43,DISTURBANCE,8300 BLOCK N HILLSBOROUGH LN,39,22125
1/15/2023 16:45,ABANDONED VEHICLE,2900 BLOCK SANCHEZ ST,108,22124
1/15/2023 16:47,NATURE UNKNOWN,100 BLOCK W TYLER ST,140,22121
1/15/2023 16:32,BUILDING CHECK,N ROME AVE / W HILLSBOROUGH AVE,79,22118
1/15/2023 16:32,MISDEMEANOR,2700 BLOCK W HILLSBOROUGH AVE,66,22117
1/15/2023 18:15,DISTURBANCE,E BUSCH BLVD / N 30TH ST,31,22126
1/15/2023 16:31,ASSAULT/BATTERY,800 BLOCK SCOTT ST,140,22116
1/15/2023 16:30,NATURE UNKNOWN,7200 BLOCK N HIGHLAND AVE,43,22115
1/15/2023 16:25,BURG OF A STRUCTURE,800 BLOCK S NEWPORT AVE,167,22114
1/15/2023 16:43,DOMESTIC DISPUTE,4800 BLOCK COLLEGE CT,24,22113
1/15/2023 16:25,TRAFFIC CRASH,W FORTUNE ST / N WC MACINNES PL,140,22111
1/15/2023 16:28,MISDEMEANOR,2300 BLOCK E BUSCH BLVD,22,22110
1/15/2023 16:17,FELONY,10600 BLOCK N 30TH ST,14,22109
1/15/2023 16:17,AGG ASSAULT/BATTERY,6800 BLOCK WOODVILLE ST,55,22106
1/15/2023 16:18,INFORMATION,4100 BLOCK GREAT OAK CT,55,22107
1/15/2023 16:12,DISTURBANCE,E 8TH AVE / N 17TH ST,128,22101
1/15/2023 16:15,MENTALLY ILL PERSON,GRID ONLY,115,22103
1/15/2023 16:29,NATURE UNKNOWN,6400 BLOCK S ROBERTS AVE,196,22098
1/15/2023 16:07,NATURE UNKNOWN,9500 BLOCK N 30TH ST,22,22093
1/15/2023 16:10,ANIMAL NUISANCE,E COMANCHE AVE / N 30TH ST,61,22094
1/15/2023 16:02,INFORMATION,2300 BLOCK E 112TH AVE,6,22088
1/15/2023 16:02,RESID/COMMERIAL ALARM,3100 BLOCK W KENNEDY BLVD,152,22087
1/15/2023 16:06,DISTURBANCE,2400 BLOCK E YUKON ST,31,22091
1/15/2023 16:24,AUTO BURGLARY,W EUCLID AVE / N WOODROW AVE,105,22086
1/15/2023 16:05,NATURE UNKNOWN,400 BLOCK E STRATFORD AVE,95,22084
1/15/2023 15:58,SEXUAL BATTERY,GRID ONLY,22,22083
1/15/2023 16:01,NATURE UNKNOWN,4800 BLOCK W HILLSBOROUGH AVE,64,22082
1/15/2023 16:11,TRAFFIC CRASH,N WEST SHORE BLVD / W SPRUCE ST,118,22085
1/15/2023 16:04,STREET OBSTRUCTION,5100 BLOCK W GANDY BLVD,186,22079
1/15/2023 15:51,VEHICLE STOP/TRAFFIC,5000 BLOCK E BUSCH BLVD,33,22078
1/15/2023 15:48,LOST/FOUND PROPERTY,E 19TH AVE / N 9TH ST,107,22073
1/15/2023 15:53,AUTO BURGLARY,8500 BLOCK BRAMWELL WAY,242,22076
